wavelength,Intensity
777.980634624614,2353.55
778.2127452710436,2350.9
778.4448172414023,2350.15
778.6768505301426,2350.3
778.9088451317166,2404.35
779.1408010405767,2416.65
779.3727182511752,2423.8
779.6045967579645,2426.3
779.8364365553969,2424.95
780.0682376379245,2413.85
780.3,2400.55
780.5317236360754,2387.7
780.763408540603,2377.55
780.9950547080354,2379.95
781.2266621328247,2401.15
781.4582308094232,2453.05
781.6897607322833,2546.95
781.9212518958574,2690.0
782.1527042945976,2887.9
782.3841179229564,3121.85
782.6154927753859,3372.8
782.8468288463387,3714.2
783.078126130267,4090.0
783.3093846216229,4365.7
783.5406043148591,4483.75
783.7717852044276,4487.35
784.0029272847811,4417.2
784.2340305503712,4293.25
784.4650949956512,4104.8
784.6961206150725,3847.25
784.9271074030879,3547.4
785.1580553541498,3220.95
785.3889644627101,2952.8
785.6198347232215,2763.7
785.850666130136,2614.6
786.0814586779062,2503.55
786.3122123609843,2434.1
786.5429271738226,2396.1
786.7736031108734,2378.05
787.0042401665892,2371.75
787.234838335422,2373.5
787.4653976118242,2381.3
787.6959179902484,2391.4
787.9263994651466,2400.6
788.1568420309713,2407.95
788.3872456821746,2409.85
788.6176104132091,2406.3
788.8479362185269,2398.05
789.0782230925805,2387.3
789.308471029822,2376.25
789.538680024704,2367.8
789.7688500716783,2362.4
789.998981165198,2359.7
790.2290732997147,2358.25
790.459126469681,2359.45
790.6891406695493,2362.3
790.9191158937716,2365.45
791.1490521368006,2369.2
791.3789493930885,2371.05
791.6088076570875,2371.6
791.8386269232499,2370.7
792.0684071860283,2367.7
792.2981484398747,2364.85
792.5278506792415,2361.45
792.7575138985811,2357.95
792.9871380923456,2355.95
793.2167232549878,2354.95
793.4462693809594,2354.5
793.6757764647132,2355.35
793.9052445007012,2357.25
794.134673483376,2358.6
794.3640634071896,2360.4
794.5934142665946,2361.7
794.8227260560432,2360.85
795.0519987699876,2360.5
795.2812324028802,2358.85
795.5104269491734,2357.2
795.7395824033196,2355.15
795.9686987597706,2354.25
796.1977760129795,2353.75
796.426814157398,2353.8
796.6558131874785,2354.0
796.8847730976737,2354.35
797.1136938824355,2354.9
797.3425755362165,2355.25
797.5714180534687,2355.8
797.8002214286447,2356.0
798.0289856561966,2355.5
798.2577107305771,2355.6
798.486396646238,2354.45
798.7150433976319,2353.9
798.9436509792112,2353.05
799.172219385428,2352.5
799.4007486107348,2352.65
799.6292386495836,2352.15
799.8576894964272,2352.4
800.0861011457175,2352.65
800.3144735919071,2352.35
800.5428068294481,2352.6
800.771100852793,2352.45
800.999355656394,2352.15
801.2275712347034,2352.05
801.4557475821734,2352.25
801.6838846932567,2352.0
801.9119825624055,2352.1
802.1400411840717,2351.5
802.3680605527081,2351.75
802.5960406627668,2352.05
802.8239815087002,2352.0
803.0518830849603,2351.95
803.279745386,2352.25
803.5075684062712,2351.4
803.7353521402263,2351.7
803.9630965823177,2351.75
804.1908017269975,2352.35
804.4184675687183,2351.85
804.6460941019321,2352.3
804.8736813210916,2352.45
805.1012292206487,2352.15
805.3287377950561,2352.55
805.5562070387659,2352.05
805.7836369462306,2352.2
806.0110275119021,2352.3
806.2383787302332,2352.35
806.465690595676,2352.15
806.6929631026827,2352.2
806.9201962457059,2352.05
807.1473900191976,2351.7
807.3745444176103,2351.85
807.6016594353963,2351.9
