wavelength,Intensity
777.980634624614,2358.35
778.2127452710436,2355.05
778.4448172414023,2355.2
778.6768505301426,2354.55
778.9088451317166,7312.25
779.1408010405767,10068.2
779.3727182511752,13132.3
779.6045967579645,15964.35
779.8364365553969,18204.4
780.0682376379245,19651.65
780.3,19720.05
780.5317236360754,18325.65
780.763408540603,15997.3
780.9950547080354,13724.7
781.2266621328247,11273.15
781.4582308094232,8845.05
781.6897607322833,6678.0
781.9212518958574,5098.15
782.1527042945976,4007.5
782.3841179229564,3262.3
782.6154927753859,2817.3
782.8468288463387,2596.25
783.078126130267,2491.45
783.3093846216229,2442.65
783.5406043148591,2419.55
783.7717852044276,2407.35
784.0029272847811,2400.55
784.2340305503712,2395.85
784.4650949956512,2391.85
784.6961206150725,2389.0
784.9271074030879,2387.0
785.1580553541498,2383.95
785.3889644627101,2382.15
785.6198347232215,2381.1
785.850666130136,2379.0
786.0814586779062,2379.05
786.3122123609843,2377.2
786.5429271738226,2375.1
786.7736031108734,2374.9
787.0042401665892,2372.95
787.234838335422,2372.2
787.4653976118242,2371.85
787.6959179902484,2371.75
787.9263994651466,2372.7
788.1568420309713,2374.5
788.3872456821746,2375.7
788.6176104132091,2377.15
788.8479362185269,2377.55
789.0782230925805,2376.2
789.308471029822,2373.2
789.538680024704,2370.75
789.7688500716783,2368.9
789.998981165198,2366.65
790.2290732997147,2366.15
790.459126469681,2365.85
790.6891406695493,2366.0
790.9191158937716,2368.55
791.1490521368006,2370.65
791.3789493930885,2372.85
791.6088076570875,2374.95
791.8386269232499,2375.1
792.0684071860283,2372.95
792.2981484398747,2371.05
792.5278506792415,2367.95
792.7575138985811,2365.65
792.9871380923456,2364.6
793.2167232549878,2363.25
793.4462693809594,2362.7
793.6757764647132,2362.85
793.9052445007012,2363.7
794.134673483376,2364.1
794.3640634071896,2365.5
794.5934142665946,2366.7
794.8227260560432,2366.65
795.0519987699876,2366.9
795.2812324028802,2365.75
795.5104269491734,2363.8
795.7395824033196,2361.8
795.9686987597706,2361.5
796.1977760129795,2360.2
796.426814157398,2359.8
796.6558131874785,2359.1
796.8847730976737,2359.75
797.1136938824355,2359.15
797.3425755362165,2359.25
797.5714180534687,2359.3
797.8002214286447,2359.25
798.0289856561966,2359.4
798.2577107305771,2359.0
798.486396646238,2358.6
798.7150433976319,2358.2
798.9436509792112,2357.4
799.172219385428,2357.55
799.4007486107348,2357.35
799.6292386495836,2357.2
799.8576894964272,2357.65
800.0861011457175,2357.6
800.3144735919071,2357.05
800.5428068294481,2356.75
800.771100852793,2357.5
800.999355656394,2357.2
801.2275712347034,2357.0
801.4557475821734,2356.9
801.6838846932567,2357.6
801.9119825624055,2357.1
802.1400411840717,2357.35
802.3680605527081,2357.3
802.5960406627668,2357.75
802.8239815087002,2357.7
803.0518830849603,2357.3
803.279745386,2357.15
803.5075684062712,2357.35
803.7353521402263,2356.95
803.9630965823177,2356.95
804.1908017269975,2357.05
804.4184675687183,2357.35
804.6460941019321,2357.3
804.8736813210916,2357.3
805.1012292206487,2357.15
805.3287377950561,2357.2
805.5562070387659,2357.5
805.7836369462306,2357.5
806.0110275119021,2357.05
806.2383787302332,2357.1
806.465690595676,2356.75
806.6929631026827,2357.4
806.9201962457059,2356.7
807.1473900191976,2356.8
807.3745444176103,2356.7
807.6016594353963,2356.25
807.828735067008,2356.45
808.0557713068974,2356.35
808.2827681495173,2356.7
808.5097255893195,2356.45
808.7366436207568,2356.7
808.9635222382813,2356.7
809.190361436345,2356.35
809.4171612094008,2356.8
809.6439215519006,2356.55
809.870642458297,2356.55
810.0973239230419,2356.65
810.3239659405881,2356.6
810.5505685053876,2356.95
810.7771316118929,2356.95
811.0036552545562,2357.35
811.2301394278297,2356.75
811.456584126166,2356.85
811.6829893440172,2356.55
811.9093550758357,2356.95
812.1356813160738,2356.75
812.3619680591839,2357.0
812.5882152996182,2356.75
812.8144230318292,2357.15
813.0405912502688,2357.4
813.2667199493898,2356.55
813.4928091236443,2357.35
813.7188587674844,2357.4
813.9448688753629,2357.35
814.1708394417317,2357.3
814.3967704610434,2357.2
814.6226619277498,2357.15
814.848513836304,2356.95
815.0743261811577,2357.2
815.3000989567637,2357.2
815.5258321575737,2357.15
815.7515257780407,2356.4
815.9771798126166,2357.05
816.2027942557536,2356.45
816.4283691019044,2356.8
816.653904345521,2356.65
816.8793999810559,2356.9
817.1048560029615,2356.8
817.3302724056898,2356.35
817.5556491836933,2356.65
817.7809863314243,2356.4
818.0062838433353,2356.7
818.2315417138783,2356.3
818.4567599375058,2356.2
818.6819385086699,2356.05
818.9070774218233,2356.45
