wavelength,Intensity
777.980634624614,2372.25
778.2127452710436,2368.65
778.4448172414023,2368.15
778.6768505301426,2367.75
778.9088451317166,62653.2
779.1408010405767,43253.95
779.3727182511752,27309.1
779.6045967579645,16449.7
779.8364365553969,9935.5
780.0682376379245,6408.95
780.3,4571.2
780.5317236360754,3720.1
780.763408540603,3353.1
780.9950547080354,3184.4
781.2266621328247,3087.9
781.4582308094232,3018.0
781.6897607322833,2960.6
781.9212518958574,2911.25
782.1527042945976,2862.2
782.3841179229564,2812.9
782.6154927753859,2770.75
782.8468288463387,2735.15
783.078126130267,2704.7
783.3093846216229,2676.75
783.5406043148591,2652.95
783.7717852044276,2631.8
784.0029272847811,2614.6
784.2340305503712,2598.0
784.4650949956512,2580.05
784.6961206150725,2567.3
784.9271074030879,2552.8
785.1580553541498,2540.9
785.3889644627101,2530.5
785.6198347232215,2520.25
785.850666130136,2511.25
786.0814586779062,2502.0
786.3122123609843,2495.6
786.5429271738226,2487.45
786.7736031108734,2481.8
787.0042401665892,2474.7
787.234838335422,2468.95
787.4653976118242,2463.65
787.6959179902484,2458.6
787.9263994651466,2454.55
788.1568420309713,2449.85
788.3872456821746,2446.45
788.6176104132091,2444.05
788.8479362185269,2440.95
789.0782230925805,2437.5
789.308471029822,2433.4
789.538680024704,2431.05
789.7688500716783,2427.2
789.998981165198,2424.35
790.2290732997147,2420.6
790.459126469681,2419.4
790.6891406695493,2418.15
790.9191158937716,2416.8
791.1490521368006,2415.9
791.3789493930885,2414.7
791.6088076570875,2413.7
791.8386269232499,2412.95
792.0684071860283,2411.0
792.2981484398747,2409.0
792.5278506792415,2406.0
792.7575138985811,2404.05
792.9871380923456,2402.35
793.2167232549878,2399.55
793.4462693809594,2399.05
793.6757764647132,2397.2
793.9052445007012,2397.0
794.134673483376,2396.3
794.3640634071896,2395.85
794.5934142665946,2396.1
794.8227260560432,2394.95
795.0519987699876,2394.25
795.2812324028802,2393.15
795.5104269491734,2392.1
795.7395824033196,2390.4
795.9686987597706,2389.35
796.1977760129795,2388.55
796.426814157398,2388.65
796.6558131874785,2387.75
796.8847730976737,2386.35
797.1136938824355,2385.95
797.3425755362165,2385.7
797.5714180534687,2385.25
797.8002214286447,2384.2
798.0289856561966,2384.25
798.2577107305771,2382.9
798.486396646238,2382.85
798.7150433976319,2382.05
798.9436509792112,2381.7
799.172219385428,2381.35
799.4007486107348,2381.1
799.6292386495836,2381.35
799.8576894964272,2380.15
800.0861011457175,2379.85
800.3144735919071,2379.85
800.5428068294481,2379.45
800.771100852793,2379.0
800.999355656394,2379.0
801.2275712347034,2378.45
801.4557475821734,2378.3
801.6838846932567,2378.2
801.9119825624055,2378.1
802.1400411840717,2378.15
802.3680605527081,2377.95
802.5960406627668,2378.15
802.8239815087002,2377.95
803.0518830849603,2377.25
803.279745386,2377.35
803.5075684062712,2376.35
803.7353521402263,2376.45
803.9630965823177,2376.5
804.1908017269975,2377.35
804.4184675687183,2375.65
804.6460941019321,2376.35
804.8736813210916,2376.15
805.1012292206487,2376.15
805.3287377950561,2376.4
805.5562070387659,2375.9
805.7836369462306,2376.1
806.0110275119021,2375.55
806.2383787302332,2375.35
806.465690595676,2375.1
806.6929631026827,2375.15
806.9201962457059,2374.95
807.1473900191976,2375.55
807.3745444176103,2374.9
807.6016594353963,2375.25
807.828735067008,2374.7
808.0557713068974,2374.5
808.2827681495173,2374.5
808.5097255893195,2374.6
808.7366436207568,2374.65
808.9635222382813,2374.5
809.190361436345,2374.15
809.4171612094008,2374.1
809.6439215519006,2374.15
809.870642458297,2374.45
810.0973239230419,2374.15
810.3239659405881,2374.75
810.5505685053876,2374.2
810.7771316118929,2374.9
811.0036552545562,2374.45
811.2301394278297,2373.05
811.456584126166,2373.45
811.6829893440172,2373.25
811.9093550758357,2373.45
812.1356813160738,2373.1
812.3619680591839,2373.1
812.5882152996182,2372.95
812.8144230318292,2373.7
813.0405912502688,2373.1
813.2667199493898,2373.05
813.4928091236443,2373.05
813.7188587674844,2372.55
813.9448688753629,2372.55
814.1708394417317,2372.9
814.3967704610434,2372.4
814.6226619277498,2372.55
814.848513836304,2372.05
815.0743261811577,2372.7
815.3000989567637,2372.65
815.5258321575737,2372.95
815.7515257780407,2372.65
815.9771798126166,2372.55
816.2027942557536,2373.2
816.4283691019044,2373.1
816.653904345521,2372.7
816.8793999810559,2372.65
817.1048560029615,2372.85
817.3302724056898,2372.6
817.5556491836933,2372.4
817.7809863314243,2373.15
818.0062838433353,2373.5
818.2315417138783,2372.4
818.4567599375058,2372.45
818.6819385086699,2372.25
818.9070774218233,2372.5
819.1321766714179,2372.35
819.3572362519064,2372.55
819.5822561577409,2371.65
819.8072363833737,2371.5
820.0321769232571,2371.9
820.2570777718437,2371.9
820.4819389235855,2371.95
820.7067603729348,2372.7
820.9315421143442,2372.15
821.1562841422658,2372.45
821.380986451152,2372.05
821.605649035455,2372.25
821.8302718896272,2371.9
822.0548550081209,2371.65
822.2793983853885,2371.9
822.5039020158822,2371.8
822.7283658940544,2371.8
822.9527900143573,2371.8
823.1771743712434,2372.4
823.4015189591648,2372.2
823.625823772574,2372.5
823.8500888059232,2372.1
824.0743140536647,2372.5
824.298499510251,2372.7
824.5226451701341,2372.5
824.7467510277668,2372.3
824.9708170776009,2372.55
825.194843314089,2371.65
825.4188297316833,2372.15
825.6427763248362,2371.9
825.866683088,2371.9
826.090550015627,2372.6
826.3143771021694,2372.25
826.5381643420798,2372.25
826.7619117298103,2372.0
826.9856192598132,2371.6
827.2092869265409,2372.5
827.4329147244458,2372.0
827.65650264798,2371.9
827.880050691596,2371.6
828.103558849746,2371.8
828.3270271168824,2372.05
828.5504554874574,2371.9
828.7738439559234,2372.0
828.9971925167328,2372.35
829.2205011643377,2372.35
829.4437698931905,2371.8
829.6669986977438,2371.9
829.8901875724495,2371.65
830.1133365117602,2371.85
830.336445510128,2371.5
830.5595145620052,2372.2
830.7825436618446,2372.1
831.0055328040978,2372.15
831.2284819832176,2372.7
831.4513911936561,2373.1
831.6742604298659,2372.4
831.897089686299,2372.85
832.1198789574078,2372.65
832.3426282376447,2372.5
832.565337521462,2372.55
832.7880068033119,2372.25
833.0106360776468,2371.8
833.233225338919,2371.9
833.4557745815808,2372.5
833.6782838000847,2372.4
833.9007529888828,2372.4
834.1231821424274,2372.5
834.3455712551711,2372.75
834.5679203215657,2372.7
834.790229336064,2372.6
835.012498293118,2372.6
835.2347271871804,2372.1
835.456916012703,2372.65
835.6790647641386,2373.05
835.9011734359391,2372.65
836.1232420225573,2372.8
836.345270518445,2372.2
836.5672589180549,2372.6
836.7892072158392,2372.55
837.0111154062499,2372.6
837.2329834837399,2372.25
837.4548114427611,2372.3
837.6765992777658,2372.4
837.8983469832067,2372.2
838.1200545535356,2372.65
838.3417219832053,2372.3
838.5633492666678,2372.6
838.7849363983757,2372.45
839.0064833727808,2372.75
839.227990184336,2373.4
839.4494568274931,2372.85
839.6708832967049,2372.65
839.8922695864235,2372.6
840.1136156911012,2372.85
840.3349216051902,2372.55
840.556187323143,2372.75
840.7774128394119,2372.0
840.9985981484491,2372.95
841.219743244707,2372.7
841.4408481226379,2373.25
841.6619127766943,2373.1
841.8829372013281,2373.3
842.1039213909919,2373.9
842.324865340138,2374.0
842.5457690432187,2373.4
842.7666324946863,2373.1
842.9874556889931,2372.9
843.2082386205914,2372.55
843.4289812839336,2373.1
843.6496836734719,2372.25
843.8703457836588,2372.35
844.0909676089465,2372.7
844.3115491437871,2372.55
844.5320903826333,2372.6
844.7525913199371,2372.8
844.9730519501511,2373.5
845.1934722677274,2373.2
845.4138522671185,2373.2
845.6341919427766,2373.05
845.854491289154,2372.6
846.0747503007029,2372.8
846.294968971876,2372.85
846.5151472971252,2372.85
846.7352852709029,2372.65
846.9553828876617,2373.3
847.1754401418535,2372.85
847.3954570279311,2372.9
847.6154335403465,2373.4
847.835369673552,2373.6
848.055265422,2373.25
848.2751207801427,2373.2
848.4949357424326,2373.4
848.714710303322,2373.0
848.9344444572631,2373.0
849.1541381987082,2373.55
849.3737915221099,2373.85
849.5934044219199,2373.35
849.8129768925911,2373.55
850.0325089285757,2373.95
850.2520005243259,2373.4
850.4714516742941,2373.45
850.6908623729325,2373.45
850.9102326146937,2373.55
851.1295623940296,2373.5
851.3488517053927,2373.35
851.5681005432353,2373.2
851.78730890201,2373.35
852.0064767761686,2374.2
852.2256041601639,2374.15
852.444691048448,2374.15
852.6637374354731,2374.15
852.8827433156916,2373.4
853.1017086835559,2373.2
853.3206335335184,2373.3
853.5395178600311,2373.3
853.7583616575466,2373.05
853.9771649205171,2372.95
854.1959276433951,2373.0
854.4146498206326,2373.1
854.633331446682,2373.1
854.8519725159957,2373.5
855.070573023026,2373.45
855.2891329622253,2373.45
855.5076523280457,2373.65
855.7261311149398,2373.75
855.9445693173595,2374.05
856.1629669297577,2373.9
856.381323946586,2373.85
856.5996403622975,2373.85
856.8179161713439,2373.9
857.0361513681778,2374.05
857.2543459472515,2373.85
857.4724999030173,2374.05
857.6906132299274,2373.6
857.9086859224342,2373.6
858.12671797499,2373.55
858.3447093820472,2373.35
858.5626601380582,2373.5
858.7805702374749,2373.7
858.99843967475,2373.45
859.2162684443357,2373.9
859.4340565406842,2374.05
859.6518039582481,2374.25
859.8695106914795,2374.5
860.0871767348308,2374.3
860.3048020827541,2375.0
860.522386729702,2374.5
860.7399306701267,2374.65
860.9574338984806,2374.9
861.174896409216,2374.1
861.392318196785,2373.9
861.6096992556402,2374.5
861.8270395802336,2373.9
862.044339165018,2374.3
862.2615980044452,2374.15
862.4788160929679,2373.95
862.6959934250381,2374.25
862.9131299951083,2374.25
863.1302257976308,2374.85
863.347280827058,2374.65
863.564295077842,2373.65
863.7812685444353,2374.05
863.9982012212902,2373.6
864.2150931028589,2374.25
864.4319441835937,2374.35
864.648754457947,2374.2
864.8655239203714,2374.55
865.0822525653186,2374.8
865.2989403872415,2374.7
865.5155873805918,2375.85
865.7321935398227,2374.95
865.9487588593856,2374.5
866.1652833337333,2374.9
866.3817669573182,2374.6
866.5982097245922,2374.65
866.814611630008,2375.25
867.0309726680177,2374.5
867.2472928330737,2374.85
867.4635721196283,2374.65
867.679810522134,2374.75
867.8960080350428,2374.7
868.1121646528071,2375.1
868.3282803698794,2374.55
868.5443551807117,2374.45
868.7603890797567,2375.1
868.9763820614664,2374.2
869.1923341202934,2374.25
869.4082452506897,2374.6
869.6241154471078,2374.65
869.8399447039999,2374.8
870.0557330158185,2375.15
870.2714803770158,2375.2
870.4871867820442,2374.8
870.7028522253559,2374.9
870.9184767014032,2375.1
871.1340602046386,2375.35
871.3496027295141,2375.2
871.5651042704824,2374.7
871.7805648219955,2375.35
871.995984378506,2374.85
872.2113629344659,2375.5
872.4267004843277,2375.6
872.6419970225438,2375.5
872.8572525435663,2376.0
873.0724670418477,2375.45
873.2876405118402,2375.3
