wavelength,Intensity
777.980634624614,2353.7
778.2127452710436,2350.3
778.4448172414023,2349.75
778.6768505301426,2350.7
778.9088451317166,2350.5
779.1408010405767,2349.7
779.3727182511752,2350.1
779.6045967579645,2350.0
779.8364365553969,2349.5
780.0682376379245,2350.15
780.3,2349.65
780.5317236360754,2349.9
780.763408540603,2350.0
780.9950547080354,2349.3
781.2266621328247,2349.6
781.4582308094232,2350.4
781.6897607322833,2350.0
781.9212518958574,2350.15
782.1527042945976,2350.65
782.3841179229564,2350.85
782.6154927753859,2350.9
782.8468288463387,2350.9
783.078126130267,2351.35
783.3093846216229,2351.65
783.5406043148591,2351.45
783.7717852044276,2351.35
784.0029272847811,2352.2
784.2340305503712,2351.3
784.4650949956512,2351.8
784.6961206150725,2351.75
784.9271074030879,2351.15
785.1580553541498,2351.5
785.3889644627101,2351.1
785.6198347232215,2351.2
785.850666130136,2350.35
786.0814586779062,2350.9
786.3122123609843,2351.5
786.5429271738226,2351.5
786.7736031108734,2351.1
787.0042401665892,2351.65
787.234838335422,2351.6
787.4653976118242,2351.7
787.6959179902484,2351.75
787.9263994651466,2351.9
788.1568420309713,2351.95
788.3872456821746,2351.8
788.6176104132091,2352.4
788.8479362185269,2352.95
789.0782230925805,2353.05
789.308471029822,2352.9
789.538680024704,2352.95
789.7688500716783,2353.55
789.998981165198,2352.95
790.2290732997147,2352.85
790.459126469681,2353.25
790.6891406695493,2353.2
790.9191158937716,2353.05
791.1490521368006,2353.5
791.3789493930885,2353.35
791.6088076570875,2354.0
791.8386269232499,2354.8
792.0684071860283,2355.35
792.2981484398747,2355.05
792.5278506792415,2355.85
792.7575138985811,2355.55
792.9871380923456,2356.2
793.2167232549878,2356.55
793.4462693809594,2357.75
793.6757764647132,2358.4
793.9052445007012,2360.2
794.134673483376,2363.2
794.3640634071896,2365.9
794.5934142665946,2372.25
794.8227260560432,2378.4
795.0519987699876,2385.2
795.2812324028802,2392.05
795.5104269491734,2398.4
795.7395824033196,2402.85
795.9686987597706,2403.6
796.1977760129795,2398.55
796.426814157398,2391.55
796.6558131874785,2387.05
796.8847730976737,2390.0
797.1136938824355,2408.5
797.3425755362165,2453.05
797.5714180534687,2545.85
797.8002214286447,2716.6
798.0289856561966,3003.9
798.2577107305771,3428.45
798.486396646238,3974.95
798.7150433976319,4604.3
798.9436509792112,5183.15
799.172219385428,5653.3
799.4007486107348,6107.05
799.6292386495836,6555.95
799.8576894964272,6753.65
800.0861011457175,6498.85
800.3144735919071,6020.9
800.5428068294481,5410.3
800.771100852793,4752.3
800.999355656394,4131.6
801.2275712347034,3579.9
801.4557475821734,3128.4
801.6838846932567,2812.4
801.9119825624055,2608.95
802.1400411840717,2488.65
802.3680605527081,2425.05
802.5960406627668,2393.7
802.8239815087002,2379.55
803.0518830849603,2373.05
803.279745386,2371.55
